IDX__global,IDX__step,IDX__sub_step,TARG__EM_price,FUTU__EM_load_f,FUTU__EM_solar_f,FUTU__EM_wind_f,CONST__wd_sin,CONST__wd_cos,CONST__mnth_sin,CONST__mnth_cos,CONST__yd_sin,CONST__yd_cos,Hour,Date
22,0,22,58.1,6612.0,0.0,128.0,-0.974928,-0.222521,0.5,0.866025,0.05162,0.998667,22,2015-01-03
46,1,22,61.19,6671.0,0.0,660.0,-0.781831,0.62349,0.5,0.866025,0.068802,0.99763,22,2015-01-04
70,2,22,63.07,7406.0,0.0,363.0,0.0,1.0,0.5,0.866025,0.085965,0.996298,22,2015-01-05
94,3,22,60.1,7860.0,0.0,252.0,0.781831,0.62349,0.5,0.866025,0.103102,0.994671,22,2015-01-06
118,4,22,63.19,7860.0,0.0,338.0,0.974928,-0.222521,0.5,0.866025,0.120208,0.992749,22,2015-01-07
142,5,22,63.31,8115.0,0.0,547.0,0.433884,-0.900969,0.5,0.866025,0.137279,0.990532,22,2015-01-08
166,6,22,63.05,8111.0,0.0,1085.0,-0.433884,-0.900969,0.5,0.866025,0.154309,0.988023,22,2015-01-09
190,7,22,59.33,6883.0,0.0,202.0,-0.974928,-0.222521,0.5,0.866025,0.171293,0.98522,22,2015-01-10
214,8,22,64.82,6554.0,0.0,816.0,-0.781831,0.62349,0.5,0.866025,0.188227,0.982126,22,2015-01-11
238,9,22,54.56,7989.0,0.0,1111.0,0.0,1.0,0.5,0.866025,0.205104,0.97874,22,2015-01-12
262,10,22,61.84,8061.0,0.0,748.0,0.781831,0.62349,0.5,0.866025,0.221922,0.975065,22,2015-01-13
286,11,22,55.0,7966.0,0.0,1645.0,0.974928,-0.222521,0.5,0.866025,0.238673,0.9711,22,2015-01-14
310,12,22,42.35,7864.0,0.0,2603.0,0.433884,-0.900969,0.5,0.866025,0.255353,0.966848,22,2015-01-15
334,13,22,55.02,7704.0,0.0,1624.0,-0.433884,-0.900969,0.5,0.866025,0.271958,0.962309,22,2015-01-16
