IDX__global,IDX__step,IDX__sub_step,TARG__EM_price,FUTU__EM_load_f,FUTU__EM_solar_f,FUTU__EM_wind_f,CONST__wd_sin,CONST__wd_cos,CONST__mnth_sin,CONST__mnth_cos,CONST__yd_sin,CONST__yd_cos,Hour,Date
3,0,3,43.66,4592.0,0.0,238.0,-0.974928,-0.222521,0.5,0.866025,0.05162,0.998667,3,2015-01-03
27,1,3,36.0,4588.0,0.0,158.0,-0.781831,0.62349,0.5,0.866025,0.068802,0.99763,3,2015-01-04
51,2,3,45.67,4521.0,0.0,403.0,0.0,1.0,0.5,0.866025,0.085965,0.996298,3,2015-01-05
75,3,3,43.84,4745.0,0.0,205.0,0.781831,0.62349,0.5,0.866025,0.103102,0.994671,3,2015-01-06
99,4,3,50.0,4791.0,0.0,354.0,0.974928,-0.222521,0.5,0.866025,0.120208,0.992749,3,2015-01-07
123,5,3,58.1,5139.0,0.0,212.0,0.433884,-0.900969,0.5,0.866025,0.137279,0.990532,3,2015-01-08
147,6,3,49.14,5210.0,0.0,1042.0,-0.433884,-0.900969,0.5,0.866025,0.154309,0.988023,3,2015-01-09
171,7,3,43.0,4878.0,0.0,879.0,-0.974928,-0.222521,0.5,0.866025,0.171293,0.98522,3,2015-01-10
195,8,3,39.41,4584.0,0.0,508.0,-0.781831,0.62349,0.5,0.866025,0.188227,0.982126,3,2015-01-11
219,9,3,41.0,4784.0,0.0,939.0,0.0,1.0,0.5,0.866025,0.205104,0.97874,3,2015-01-12
243,10,3,39.69,5019.0,0.0,1570.0,0.781831,0.62349,0.5,0.866025,0.221922,0.975065,3,2015-01-13
267,11,3,43.21,5209.0,0.0,503.0,0.974928,-0.222521,0.5,0.866025,0.238673,0.9711,3,2015-01-14
291,12,3,33.04,5015.0,0.0,2512.0,0.433884,-0.900969,0.5,0.866025,0.255353,0.966848,3,2015-01-15
315,13,3,33.04,5138.0,0.0,2521.0,-0.433884,-0.900969,0.5,0.866025,0.271958,0.962309,3,2015-01-16
339,14,3,33.04,5123.0,0.0,879.0,-0.974928,-0.222521,0.5,0.866025,0.288482,0.957485,3,2015-01-17
363,15,3,27.57,4729.0,0.0,2937.0,-0.781831,0.62349,0.5,0.866025,0.304921,0.952378,3,2015-01-18
387,16,3,29.53,4825.0,0.0,3707.0,0.0,1.0,0.5,0.866025,0.32127,0.946988,3,2015-01-19
411,17,3,40.0,5017.0,0.0,812.0,0.781831,0.62349,0.5,0.866025,0.337523,0.941317,3,2015-01-20
435,18,3,43.77,5104.0,0.0,2150.0,0.974928,-0.222521,0.5,0.866025,0.353676,0.935368,3,2015-01-21
459,19,3,33.33,5163.0,0.0,3202.0,0.433884,-0.900969,0.5,0.866025,0.369725,0.929141,3,2015-01-22
483,20,3,38.0,5090.0,0.0,1073.0,-0.433884,-0.900969,0.5,0.866025,0.385663,0.92264,3,2015-01-23
507,21,3,36.1,5162.0,0.0,709.0,-0.974928,-0.222521,0.5,0.866025,0.401488,0.915864,3,2015-01-24
531,22,3,28.58,4732.0,0.0,1261.0,-0.781831,0.62349,0.5,0.866025,0.417194,0.908818,3,2015-01-25
555,23,3,35.0,4762.0,0.0,980.0,0.0,1.0,0.5,0.866025,0.432776,0.901502,3,2015-01-26
579,24,3,40.0,5122.0,0.0,1246.0,0.781831,0.62349,0.5,0.866025,0.448229,0.893919,3,2015-01-27
603,25,3,39.5,5055.0,0.0,1059.0,0.974928,-0.222521,0.5,0.866025,0.46355,0.886071,3,2015-01-28
627,26,3,39.1,5070.0,0.0,1905.0,0.433884,-0.900969,0.5,0.866025,0.478734,0.87796,3,2015-01-29
651,27,3,10.52,5049.0,0.0,3887.0,-0.433884,-0.900969,0.5,0.866025,0.493776,0.869589,3,2015-01-30
675,28,3,14.84,5008.0,0.0,3888.0,-0.974928,-0.222521,0.5,0.866025,0.508671,0.860961,3,2015-01-31
699,29,3,4.0,4599.0,0.0,2783.0,-0.781831,0.62349,0.866025,0.5,0.523416,0.852078,3,2015-02-01
723,30,3,31.04,4729.0,0.0,2050.0,0.0,1.0,0.866025,0.5,0.538005,0.842942,3,2015-02-02
747,31,3,20.01,5051.0,0.0,3389.0,0.781831,0.62349,0.866025,0.5,0.552435,0.833556,3,2015-02-03
771,32,3,23.98,5061.0,0.0,2700.0,0.974928,-0.222521,0.866025,0.5,0.566702,0.823923,3,2015-02-04
795,33,3,20.0,5050.0,0.0,2405.0,0.433884,-0.900969,0.866025,0.5,0.5808,0.814046,3,2015-02-05
819,34,3,28.0,4989.0,0.0,1641.0,-0.433884,-0.900969,0.866025,0.5,0.594727,0.803928,3,2015-02-06
843,35,3,43.94,5024.0,0.0,1321.0,-0.974928,-0.222521,0.866025,0.5,0.608477,0.793572,3,2015-02-07
867,36,3,39.51,5016.0,0.0,2452.0,-0.781831,0.62349,0.866025,0.5,0.622047,0.78298,3,2015-02-08
891,37,3,25.75,4758.0,0.0,3327.0,0.0,1.0,0.866025,0.5,0.635432,0.772157,3,2015-02-09
915,38,3,43.06,5041.0,0.0,2298.0,0.781831,0.62349,0.866025,0.5,0.64863,0.761104,3,2015-02-10
939,39,3,43.76,5070.0,0.0,789.0,0.974928,-0.222521,0.866025,0.5,0.661635,0.749826,3,2015-02-11
963,40,3,47.9,4987.0,0.0,229.0,0.433884,-0.900969,0.866025,0.5,0.674444,0.738326,3,2015-02-12
987,41,3,42.43,5167.0,0.0,607.0,-0.433884,-0.900969,0.866025,0.5,0.687053,0.726608,3,2015-02-13
1011,42,3,33.18,5076.0,0.0,1815.0,-0.974928,-0.222521,0.866025,0.5,0.699458,0.714673,3,2015-02-14
1035,43,3,10.0,4589.0,0.0,3355.0,-0.781831,0.62349,0.866025,0.5,0.711657,0.702527,3,2015-02-15
1059,44,3,34.5,4480.0,0.0,2200.0,0.0,1.0,0.866025,0.5,0.723644,0.690173,3,2015-02-16
1083,45,3,25.01,4714.0,0.0,3078.0,0.781831,0.62349,0.866025,0.5,0.735417,0.677615,3,2015-02-17
1107,46,3,20.66,4694.0,0.0,3228.0,0.974928,-0.222521,0.866025,0.5,0.746972,0.664855,3,2015-02-18
1131,47,3,41.3,4693.0,0.0,1741.0,0.433884,-0.900969,0.866025,0.5,0.758306,0.651899,3,2015-02-19
1155,48,3,41.11,4813.0,0.0,207.0,-0.433884,-0.900969,0.866025,0.5,0.769415,0.638749,3,2015-02-20
1179,49,3,39.1,4950.0,0.0,1494.0,-0.974928,-0.222521,0.866025,0.5,0.780296,0.625411,3,2015-02-21
1203,50,3,4.99,4517.0,0.0,2254.0,-0.781831,0.62349,0.866025,0.5,0.790946,0.611886,3,2015-02-22
1227,51,3,5.0,4661.0,0.0,2425.0,0.0,1.0,0.866025,0.5,0.801361,0.598181,3,2015-02-23
1251,52,3,4.8,4811.0,0.0,3141.0,0.781831,0.62349,0.866025,0.5,0.811539,0.584298,3,2015-02-24
1275,53,3,13.0,4864.0,0.0,1772.0,0.974928,-0.222521,0.866025,0.5,0.821477,0.570242,3,2015-02-25
1299,54,3,22.1,4868.0,0.0,1825.0,0.433884,-0.900969,0.866025,0.5,0.831171,0.556017,3,2015-02-26
1323,55,3,24.4,4868.0,0.0,2073.0,-0.433884,-0.900969,0.866025,0.5,0.840618,0.541628,3,2015-02-27
1347,56,3,27.32,4950.0,0.0,1833.0,-0.974928,-0.222521,0.866025,0.5,0.849817,0.527078,3,2015-02-28
1371,57,3,20.01,4515.0,0.0,1588.0,-0.781831,0.62349,1.0,0.0,0.858764,0.512371,3,2015-03-01
1395,58,3,13.0,4673.0,0.0,1277.0,0.0,1.0,1.0,0.0,0.867456,0.497513,3,2015-03-02
1419,59,3,44.4,4797.0,0.0,426.0,0.781831,0.62349,1.0,0.0,0.875892,0.482508,3,2015-03-03
