IDX__global,IDX__step,IDX__sub_step,TARG__EM_price,FUTU__EM_load_f,FUTU__EM_solar_f,FUTU__EM_wind_f,CONST__wd_sin,CONST__wd_cos,CONST__mnth_sin,CONST__mnth_cos,CONST__yd_sin,CONST__yd_cos,Hour,Date
4,0,4,41.98,4391.0,0.0,224.0,-0.974928,-0.222521,0.5,0.866025,0.05162,0.998667,4,2015-01-03
28,1,4,35.0,4402.0,0.0,173.0,-0.781831,0.62349,0.5,0.866025,0.068802,0.99763,4,2015-01-04
52,2,4,45.69,4415.0,0.0,356.0,0.0,1.0,0.5,0.866025,0.085965,0.996298,4,2015-01-05
76,3,4,40.13,4615.0,0.0,203.0,0.781831,0.62349,0.5,0.866025,0.103102,0.994671,4,2015-01-06
100,4,4,47.73,4738.0,0.0,360.0,0.974928,-0.222521,0.5,0.866025,0.120208,0.992749,4,2015-01-07
124,5,4,54.56,4998.0,0.0,194.0,0.433884,-0.900969,0.5,0.866025,0.137279,0.990532,4,2015-01-08
148,6,4,49.14,5087.0,0.0,1061.0,-0.433884,-0.900969,0.5,0.866025,0.154309,0.988023,4,2015-01-09
172,7,4,43.83,4677.0,0.0,808.0,-0.974928,-0.222521,0.5,0.866025,0.171293,0.98522,4,2015-01-10
196,8,4,38.4,4383.0,0.0,639.0,-0.781831,0.62349,0.5,0.866025,0.188227,0.982126,4,2015-01-11
220,9,4,41.01,4646.0,0.0,932.0,0.0,1.0,0.5,0.866025,0.205104,0.97874,4,2015-01-12
244,10,4,39.2,4895.0,0.0,1609.0,0.781831,0.62349,0.5,0.866025,0.221922,0.975065,4,2015-01-13
268,11,4,43.05,5018.0,0.0,479.0,0.974928,-0.222521,0.5,0.866025,0.238673,0.9711,4,2015-01-14
292,12,4,32.25,4857.0,0.0,2647.0,0.433884,-0.900969,0.5,0.866025,0.255353,0.966848,4,2015-01-15
316,13,4,33.73,4949.0,0.0,2430.0,-0.433884,-0.900969,0.5,0.866025,0.271958,0.962309,4,2015-01-16
340,14,4,33.04,4941.0,0.0,808.0,-0.974928,-0.222521,0.5,0.866025,0.288482,0.957485,4,2015-01-17
364,15,4,25.0,4578.0,0.0,2761.0,-0.781831,0.62349,0.5,0.866025,0.304921,0.952378,4,2015-01-18
388,16,4,28.07,4709.0,0.0,3674.0,0.0,1.0,0.5,0.866025,0.32127,0.946988,4,2015-01-19
412,17,4,39.4,4875.0,0.0,776.0,0.781831,0.62349,0.5,0.866025,0.337523,0.941317,4,2015-01-20
436,18,4,42.0,5045.0,0.0,2082.0,0.974928,-0.222521,0.5,0.866025,0.353676,0.935368,4,2015-01-21
460,19,4,33.04,5054.0,0.0,3156.0,0.433884,-0.900969,0.5,0.866025,0.369725,0.929141,4,2015-01-22
484,20,4,35.0,4999.0,0.0,1033.0,-0.433884,-0.900969,0.5,0.866025,0.385663,0.92264,4,2015-01-23
508,21,4,35.0,4996.0,0.0,701.0,-0.974928,-0.222521,0.5,0.866025,0.401488,0.915864,4,2015-01-24
532,22,4,25.88,4574.0,0.0,1197.0,-0.781831,0.62349,0.5,0.866025,0.417194,0.908818,4,2015-01-25
