IDX__global,IDX__step,IDX__sub_step,TARG__EM_price,FUTU__EM_load_f,FUTU__EM_solar_f,FUTU__EM_wind_f,CONST__wd_sin,CONST__wd_cos,CONST__mnth_sin,CONST__mnth_cos,CONST__yd_sin,CONST__yd_cos,Hour,Date
13,0,13,58.13,6091.0,239.0,58.0,-0.974928,-0.222521,0.5,0.866025,0.05162,0.998667,13,2015-01-03
37,1,13,47.71,5735.0,259.0,187.0,-0.781831,0.62349,0.5,0.866025,0.068802,0.99763,13,2015-01-04
61,2,13,62.71,7155.0,290.0,136.0,0.0,1.0,0.5,0.866025,0.085965,0.996298,13,2015-01-05
85,3,13,54.2,7265.0,308.0,62.0,0.781831,0.62349,0.5,0.866025,0.103102,0.994671,13,2015-01-06
109,4,13,67.24,7265.0,270.0,104.0,0.974928,-0.222521,0.5,0.866025,0.120208,0.992749,13,2015-01-07
133,5,13,68.0,7303.0,231.0,75.0,0.433884,-0.900969,0.5,0.866025,0.137279,0.990532,13,2015-01-08
157,6,13,69.0,7369.0,157.0,311.0,-0.433884,-0.900969,0.5,0.866025,0.154309,0.988023,13,2015-01-09
181,7,13,64.82,6362.0,275.0,70.0,-0.974928,-0.222521,0.5,0.866025,0.171293,0.98522,13,2015-01-10
205,8,13,42.88,6033.0,302.0,419.0,-0.781831,0.62349,0.5,0.866025,0.188227,0.982126,13,2015-01-11
229,9,13,64.3,7437.0,333.0,447.0,0.0,1.0,0.5,0.866025,0.205104,0.97874,13,2015-01-12
253,10,13,61.84,7414.0,294.0,1638.0,0.781831,0.62349,0.5,0.866025,0.221922,0.975065,13,2015-01-13
277,11,13,68.25,7414.0,265.0,395.0,0.974928,-0.222521,0.5,0.866025,0.238673,0.9711,13,2015-01-14
301,12,13,45.3,7298.0,240.0,3755.0,0.433884,-0.900969,0.5,0.866025,0.255353,0.966848,13,2015-01-15
325,13,13,58.34,7458.0,180.0,1152.0,-0.433884,-0.900969,0.5,0.866025,0.271958,0.962309,13,2015-01-16
349,14,13,58.69,6204.0,275.0,70.0,-0.974928,-0.222521,0.5,0.866025,0.288482,0.957485,13,2015-01-17
373,15,13,53.69,6014.0,98.0,592.0,-0.781831,0.62349,0.5,0.866025,0.304921,0.952378,13,2015-01-18
397,16,13,55.69,7440.0,98.0,2252.0,0.0,1.0,0.5,0.866025,0.32127,0.946988,13,2015-01-19
421,17,13,67.94,7315.0,98.0,1712.0,0.781831,0.62349,0.5,0.866025,0.337523,0.941317,13,2015-01-20
445,18,13,52.6,7402.0,330.0,2802.0,0.974928,-0.222521,0.5,0.866025,0.353676,0.935368,13,2015-01-21
469,19,13,54.01,7593.0,157.0,2253.0,0.433884,-0.900969,0.5,0.866025,0.369725,0.929141,13,2015-01-22
493,20,13,59.65,7534.0,172.0,391.0,-0.433884,-0.900969,0.5,0.866025,0.385663,0.92264,13,2015-01-23
517,21,13,52.6,6362.0,184.0,724.0,-0.974928,-0.222521,0.5,0.866025,0.401488,0.915864,13,2015-01-24
541,22,13,40.44,6078.0,179.0,588.0,-0.781831,0.62349,0.5,0.866025,0.417194,0.908818,13,2015-01-25
565,23,13,65.78,7259.0,230.0,297.0,0.0,1.0,0.5,0.866025,0.432776,0.901502,13,2015-01-26
589,24,13,60.77,7328.0,330.0,219.0,0.781831,0.62349,0.5,0.866025,0.448229,0.893919,13,2015-01-27
613,25,13,65.0,7328.0,328.0,786.0,0.974928,-0.222521,0.5,0.866025,0.46355,0.886071,13,2015-01-28
