IDX__global,IDX__step,IDX__sub_step,TARG__EM_price,FUTU__EM_load_f,FUTU__EM_solar_f,FUTU__EM_wind_f,CONST__wd_sin,CONST__wd_cos,CONST__mnth_sin,CONST__mnth_cos,CONST__yd_sin,CONST__yd_cos,Hour,Date
8,0,8,55.57,4426.0,0.0,176.0,-0.974928,-0.222521,0.5,0.866025,0.05162,0.998667,8,2015-01-03
32,1,8,38.5,4231.0,0.0,276.0,-0.781831,0.62349,0.5,0.866025,0.068802,0.99763,8,2015-01-04
56,2,8,65.11,5594.0,0.0,217.0,0.0,1.0,0.5,0.866025,0.085965,0.996298,8,2015-01-05
80,3,8,49.53,5731.0,0.0,187.0,0.781831,0.62349,0.5,0.866025,0.103102,0.994671,8,2015-01-06
104,4,8,68.81,5846.0,0.0,357.0,0.974928,-0.222521,0.5,0.866025,0.120208,0.992749,8,2015-01-07
128,5,8,69.1,5891.0,0.0,163.0,0.433884,-0.900969,0.5,0.866025,0.137279,0.990532,8,2015-01-08
152,6,8,69.19,5891.0,0.0,1027.0,-0.433884,-0.900969,0.5,0.866025,0.154309,0.988023,8,2015-01-09
176,7,8,60.69,4712.0,0.0,438.0,-0.974928,-0.222521,0.5,0.866025,0.171293,0.98522,8,2015-01-10
200,8,8,38.5,4418.0,0.0,834.0,-0.781831,0.62349,0.5,0.866025,0.188227,0.982126,8,2015-01-11
224,9,8,63.89,5774.0,0.0,989.0,0.0,1.0,0.5,0.866025,0.205104,0.97874,8,2015-01-12
248,10,8,62.2,6031.0,0.0,1790.0,0.781831,0.62349,0.5,0.866025,0.221922,0.975065,8,2015-01-13
272,11,8,71.46,6049.0,0.0,315.0,0.974928,-0.222521,0.5,0.866025,0.238673,0.9711,8,2015-01-14
296,12,8,57.59,5940.0,0.0,3193.0,0.433884,-0.900969,0.5,0.866025,0.255353,0.966848,8,2015-01-15
320,13,8,64.89,5626.0,0.0,1718.0,-0.433884,-0.900969,0.5,0.866025,0.271958,0.962309,8,2015-01-16
344,14,8,48.2,4959.0,0.0,438.0,-0.974928,-0.222521,0.5,0.866025,0.288482,0.957485,8,2015-01-17
368,15,8,34.9,4430.0,0.0,1973.0,-0.781831,0.62349,0.5,0.866025,0.304921,0.952378,8,2015-01-18
392,16,8,56.49,6037.0,0.0,3239.0,0.0,1.0,0.5,0.866025,0.32127,0.946988,8,2015-01-19
416,17,8,67.69,5969.0,0.0,1281.0,0.781831,0.62349,0.5,0.866025,0.337523,0.941317,8,2015-01-20
440,18,8,62.33,5969.0,0.0,2307.0,0.974928,-0.222521,0.5,0.866025,0.353676,0.935368,8,2015-01-21
464,19,8,57.2,5994.0,0.0,2872.0,0.433884,-0.900969,0.5,0.866025,0.369725,0.929141,8,2015-01-22
488,20,8,62.1,5922.0,0.0,806.0,-0.433884,-0.900969,0.5,0.866025,0.385663,0.92264,8,2015-01-23
512,21,8,42.58,5028.0,0.0,944.0,-0.974928,-0.222521,0.5,0.866025,0.401488,0.915864,8,2015-01-24
536,22,8,32.8,4453.0,0.0,1157.0,-0.781831,0.62349,0.5,0.866025,0.417194,0.908818,8,2015-01-25
560,23,8,65.01,5799.0,0.0,876.0,0.0,1.0,0.5,0.866025,0.432776,0.901502,8,2015-01-26
584,24,8,66.15,5988.0,0.0,1111.0,0.781831,0.62349,0.5,0.866025,0.448229,0.893919,8,2015-01-27
608,25,8,68.03,5988.0,0.0,1322.0,0.974928,-0.222521,0.5,0.866025,0.46355,0.886071,8,2015-01-28
632,26,8,54.55,5954.0,0.0,2574.0,0.433884,-0.900969,0.5,0.866025,0.478734,0.87796,8,2015-01-29
656,27,8,42.59,5934.0,0.0,4009.0,-0.433884,-0.900969,0.5,0.866025,0.493776,0.869589,8,2015-01-30
680,28,8,17.2,4871.0,0.0,3760.0,-0.974928,-0.222521,0.5,0.866025,0.508671,0.860961,8,2015-01-31
704,29,8,7.04,4352.0,0.0,2440.0,-0.781831,0.62349,0.866025,0.5,0.523416,0.852078,8,2015-02-01
728,30,8,53.6,5955.0,0.0,3251.0,0.0,1.0,0.866025,0.5,0.538005,0.842942,8,2015-02-02
752,31,8,42.59,6044.0,0.0,3153.0,0.781831,0.62349,0.866025,0.5,0.552435,0.833556,8,2015-02-03
776,32,8,51.69,6049.0,0.0,2632.0,0.974928,-0.222521,0.866025,0.5,0.566702,0.823923,8,2015-02-04
800,33,8,50.69,6041.0,0.0,2083.0,0.433884,-0.900969,0.866025,0.5,0.5808,0.814046,8,2015-02-05
824,34,8,53.89,5993.0,0.0,1576.0,-0.433884,-0.900969,0.866025,0.5,0.594727,0.803928,8,2015-02-06
848,35,8,49.97,4879.0,0.0,1296.0,-0.974928,-0.222521,0.866025,0.5,0.608477,0.793572,8,2015-02-07
872,36,8,42.1,4587.0,0.0,1792.0,-0.781831,0.62349,0.866025,0.5,0.622047,0.78298,8,2015-02-08
896,37,8,55.28,5994.0,0.0,3334.0,0.0,1.0,0.866025,0.5,0.635432,0.772157,8,2015-02-09
920,38,8,66.19,6098.0,0.0,2139.0,0.781831,0.62349,0.866025,0.5,0.64863,0.761104,8,2015-02-10
944,39,8,68.03,6052.0,4.0,643.0,0.974928,-0.222521,0.866025,0.5,0.661635,0.749826,8,2015-02-11
968,40,8,70.6,5895.0,0.0,288.0,0.433884,-0.900969,0.866025,0.5,0.674444,0.738326,8,2015-02-12
992,41,8,57.84,5964.0,0.0,1114.0,-0.433884,-0.900969,0.866025,0.5,0.687053,0.726608,8,2015-02-13
1016,42,8,37.8,4862.0,0.0,1748.0,-0.974928,-0.222521,0.866025,0.5,0.699458,0.714673,8,2015-02-14
1040,43,8,21.1,4370.0,0.0,3012.0,-0.781831,0.62349,0.866025,0.5,0.711657,0.702527,8,2015-02-15
1064,44,8,57.36,5344.0,0.0,2528.0,0.0,1.0,0.866025,0.5,0.723644,0.690173,8,2015-02-16
1088,45,8,41.1,4728.0,0.0,2968.0,0.781831,0.62349,0.866025,0.5,0.735417,0.677615,8,2015-02-17
1112,46,8,53.1,5395.0,0.0,2924.0,0.974928,-0.222521,0.866025,0.5,0.746972,0.664855,8,2015-02-18
1136,47,8,59.03,5452.0,10.0,1450.0,0.433884,-0.900969,0.866025,0.5,0.758306,0.651899,8,2015-02-19
1160,48,8,57.18,5472.0,5.0,516.0,-0.433884,-0.900969,0.866025,0.5,0.769415,0.638749,8,2015-02-20
1184,49,8,36.15,4714.0,4.0,1960.0,-0.974928,-0.222521,0.866025,0.5,0.780296,0.625411,8,2015-02-21
1208,50,8,12.0,4303.0,0.0,1845.0,-0.781831,0.62349,0.866025,0.5,0.790946,0.611886,8,2015-02-22
1232,51,8,36.6,5478.0,0.0,2690.0,0.0,1.0,0.866025,0.5,0.801361,0.598181,8,2015-02-23
1256,52,8,30.11,5628.0,5.0,2782.0,0.781831,0.62349,0.866025,0.5,0.811539,0.584298,8,2015-02-24
1280,53,8,40.0,5681.0,1.0,1952.0,0.974928,-0.222521,0.866025,0.5,0.821477,0.570242,8,2015-02-25
1304,54,8,46.1,5743.0,5.0,1766.0,0.433884,-0.900969,0.866025,0.5,0.831171,0.556017,8,2015-02-26
1328,55,8,44.4,5743.0,5.0,1737.0,-0.433884,-0.900969,0.866025,0.5,0.840618,0.541628,8,2015-02-27
1352,56,8,30.13,4714.0,10.0,1632.0,-0.974928,-0.222521,0.866025,0.5,0.849817,0.527078,8,2015-02-28
1376,57,8,20.22,4141.0,0.0,1208.0,-0.781831,0.62349,1.0,0.0,0.858764,0.512371,8,2015-03-01
1400,58,8,47.05,5513.0,1.0,1051.0,0.0,1.0,1.0,0.0,0.867456,0.497513,8,2015-03-02
1424,59,8,60.19,5618.0,8.0,483.0,0.781831,0.62349,1.0,0.0,0.875892,0.482508,8,2015-03-03
1448,60,8,41.0,5489.0,4.0,2235.0,0.974928,-0.222521,1.0,0.0,0.884068,0.467359,8,2015-03-04
