IDX__global,IDX__step,IDX__sub_step,TARG__EM_price,FUTU__EM_load_f,FUTU__EM_solar_f,FUTU__EM_wind_f,CONST__wd_sin,CONST__wd_cos,CONST__mnth_sin,CONST__mnth_cos,CONST__yd_sin,CONST__yd_cos,Hour,Date
23,0,23,56.1,6336.0,0.0,136.0,-0.974928,-0.222521,0.5,0.866025,0.05162,0.998667,23,2015-01-03
47,1,23,59.8,6468.0,0.0,689.0,-0.781831,0.62349,0.5,0.866025,0.068802,0.99763,23,2015-01-04
71,2,23,59.8,7022.0,0.0,349.0,0.0,1.0,0.5,0.866025,0.085965,0.996298,23,2015-01-05
95,3,23,59.86,7533.0,0.0,231.0,0.781831,0.62349,0.5,0.866025,0.103102,0.994671,23,2015-01-06
119,4,23,61.53,7533.0,0.0,324.0,0.974928,-0.222521,0.5,0.866025,0.120208,0.992749,23,2015-01-07
143,5,23,61.69,7736.0,0.0,622.0,0.433884,-0.900969,0.5,0.866025,0.137279,0.990532,23,2015-01-08
167,6,23,59.33,7786.0,0.0,1192.0,-0.433884,-0.900969,0.5,0.866025,0.154309,0.988023,23,2015-01-09
191,7,23,57.3,6607.0,0.0,225.0,-0.974928,-0.222521,0.5,0.866025,0.171293,0.98522,23,2015-01-10
215,8,23,59.82,6278.0,0.0,811.0,-0.781831,0.62349,0.5,0.866025,0.188227,0.982126,23,2015-01-11
239,9,23,55.0,7658.0,0.0,1210.0,0.0,1.0,0.5,0.866025,0.205104,0.97874,23,2015-01-12
263,10,23,59.76,7702.0,0.0,661.0,0.781831,0.62349,0.5,0.866025,0.221922,0.975065,23,2015-01-13
287,11,23,45.67,7611.0,0.0,1807.0,0.974928,-0.222521,0.5,0.866025,0.238673,0.9711,23,2015-01-14
311,12,23,40.13,7507.0,0.0,2464.0,0.433884,-0.900969,0.5,0.866025,0.255353,0.966848,23,2015-01-15
335,13,23,45.34,7371.0,0.0,1515.0,-0.433884,-0.900969,0.5,0.866025,0.271958,0.962309,23,2015-01-16
359,14,23,37.78,6863.0,0.0,225.0,-0.974928,-0.222521,0.5,0.866025,0.288482,0.957485,23,2015-01-17
383,15,23,42.51,6656.0,0.0,3615.0,-0.781831,0.62349,0.5,0.866025,0.304921,0.952378,23,2015-01-18
407,16,23,56.69,7660.0,0.0,1174.0,0.0,1.0,0.5,0.866025,0.32127,0.946988,23,2015-01-19
431,17,23,57.59,7522.0,0.0,2482.0,0.781831,0.62349,0.5,0.866025,0.337523,0.941317,23,2015-01-20
455,18,23,38.5,7701.0,0.0,3549.0,0.974928,-0.222521,0.5,0.866025,0.353676,0.935368,23,2015-01-21
479,19,23,48.0,7648.0,0.0,1542.0,0.433884,-0.900969,0.5,0.866025,0.369725,0.929141,23,2015-01-22
503,20,23,47.87,7398.0,0.0,866.0,-0.433884,-0.900969,0.5,0.866025,0.385663,0.92264,23,2015-01-23
