IDX__global,IDX__step,IDX__sub_step,TARG__EM_price,FUTU__EM_load_f,FUTU__EM_solar_f,FUTU__EM_wind_f,CONST__wd_sin,CONST__wd_cos,CONST__mnth_sin,CONST__mnth_cos,CONST__yd_sin,CONST__yd_cos,Hour,Date
7,0,7,50.92,4326.0,0.0,183.0,-0.974928,-0.222521,0.5,0.866025,0.05162,0.998667,7,2015-01-03
31,1,7,36.49,4277.0,0.0,245.0,-0.781831,0.62349,0.5,0.866025,0.068802,0.99763,7,2015-01-04
55,2,7,63.0,4913.0,0.0,241.0,0.0,1.0,0.5,0.866025,0.085965,0.996298,7,2015-01-05
79,3,7,50.0,5028.0,0.0,203.0,0.781831,0.62349,0.5,0.866025,0.103102,0.994671,7,2015-01-06
103,4,7,66.49,5096.0,0.0,359.0,0.974928,-0.222521,0.5,0.866025,0.120208,0.992749,7,2015-01-07
127,5,7,67.5,5287.0,0.0,165.0,0.433884,-0.900969,0.5,0.866025,0.137279,0.990532,7,2015-01-08
151,6,7,67.69,5268.0,0.0,1091.0,-0.433884,-0.900969,0.5,0.866025,0.154309,0.988023,7,2015-01-09
175,7,7,54.12,4612.0,0.0,518.0,-0.974928,-0.222521,0.5,0.866025,0.171293,0.98522,7,2015-01-10
199,8,7,37.59,4318.0,0.0,799.0,-0.781831,0.62349,0.5,0.866025,0.188227,0.982126,7,2015-01-11
223,9,7,62.01,5126.0,0.0,980.0,0.0,1.0,0.5,0.866025,0.205104,0.97874,7,2015-01-12
247,10,7,58.34,5330.0,0.0,1713.0,0.781831,0.62349,0.5,0.866025,0.221922,0.975065,7,2015-01-13
271,11,7,68.03,5377.0,0.0,370.0,0.974928,-0.222521,0.5,0.866025,0.238673,0.9711,7,2015-01-14
295,12,7,48.62,5254.0,0.0,3061.0,0.433884,-0.900969,0.5,0.866025,0.255353,0.966848,7,2015-01-15
319,13,7,57.93,5161.0,0.0,1872.0,-0.433884,-0.900969,0.5,0.866025,0.271958,0.962309,7,2015-01-16
343,14,7,41.19,4849.0,0.0,518.0,-0.974928,-0.222521,0.5,0.866025,0.288482,0.957485,7,2015-01-17
367,15,7,33.6,4526.0,0.0,2212.0,-0.781831,0.62349,0.5,0.866025,0.304921,0.952378,7,2015-01-18
391,16,7,52.07,5314.0,0.0,3362.0,0.0,1.0,0.5,0.866025,0.32127,0.946988,7,2015-01-19
415,17,7,63.89,5230.0,0.0,1076.0,0.781831,0.62349,0.5,0.866025,0.337523,0.941317,7,2015-01-20
439,18,7,59.82,5230.0,0.0,2217.0,0.974928,-0.222521,0.5,0.866025,0.353676,0.935368,7,2015-01-21
