IDX__global,IDX__step,IDX__sub_step,TARG__EM_price,FUTU__EM_load_f,FUTU__EM_solar_f,FUTU__EM_wind_f,CONST__wd_sin,CONST__wd_cos,CONST__mnth_sin,CONST__mnth_cos,CONST__yd_sin,CONST__yd_cos,Hour,Date
17,0,17,56.1,5914.0,49.0,46.0,-0.974928,-0.222521,0.5,0.866025,0.05162,0.998667,17,2015-01-03
41,1,17,47.69,5321.0,15.0,237.0,-0.781831,0.62349,0.5,0.866025,0.068802,0.99763,17,2015-01-04
65,2,17,63.46,7080.0,7.0,221.0,0.0,1.0,0.5,0.866025,0.085965,0.996298,17,2015-01-05
89,3,17,57.0,7259.0,73.0,125.0,0.781831,0.62349,0.5,0.866025,0.103102,0.994671,17,2015-01-06
113,4,17,67.24,7259.0,67.0,95.0,0.974928,-0.222521,0.5,0.866025,0.120208,0.992749,17,2015-01-07
137,5,17,67.73,7173.0,64.0,97.0,0.433884,-0.900969,0.5,0.866025,0.137279,0.990532,17,2015-01-08
161,6,17,69.0,7356.0,45.0,289.0,-0.433884,-0.900969,0.5,0.866025,0.154309,0.988023,17,2015-01-09
185,7,17,61.69,6185.0,81.0,70.0,-0.974928,-0.222521,0.5,0.866025,0.171293,0.98522,17,2015-01-10
209,8,17,43.39,5856.0,41.0,507.0,-0.781831,0.62349,0.5,0.866025,0.188227,0.982126,17,2015-01-11
233,9,17,63.5,7315.0,9.0,460.0,0.0,1.0,0.5,0.866025,0.205104,0.97874,17,2015-01-12
257,10,17,62.56,7355.0,85.0,1226.0,0.781831,0.62349,0.5,0.866025,0.221922,0.975065,17,2015-01-13
281,11,17,67.11,7355.0,68.0,922.0,0.974928,-0.222521,0.5,0.866025,0.238673,0.9711,17,2015-01-14
305,12,17,52.47,7205.0,62.0,3138.0,0.433884,-0.900969,0.5,0.866025,0.255353,0.966848,17,2015-01-15
329,13,17,58.98,7231.0,53.0,1478.0,-0.433884,-0.900969,0.5,0.866025,0.271958,0.962309,17,2015-01-16
353,14,17,43.1,5941.0,81.0,70.0,-0.974928,-0.222521,0.5,0.866025,0.288482,0.957485,17,2015-01-17
377,15,17,42.51,5459.0,7.0,853.0,-0.781831,0.62349,0.5,0.866025,0.304921,0.952378,17,2015-01-18
401,16,17,60.69,7307.0,1.0,1642.0,0.0,1.0,0.5,0.866025,0.32127,0.946988,17,2015-01-19
425,17,17,67.94,7182.0,32.0,2044.0,0.781831,0.62349,0.5,0.866025,0.337523,0.941317,17,2015-01-20
449,18,17,55.47,7266.0,119.0,3618.0,0.974928,-0.222521,0.5,0.866025,0.353676,0.935368,17,2015-01-21
473,19,17,59.2,7417.0,45.0,1882.0,0.433884,-0.900969,0.5,0.866025,0.369725,0.929141,17,2015-01-22
497,20,17,58.34,7279.0,51.0,533.0,-0.433884,-0.900969,0.5,0.866025,0.385663,0.92264,17,2015-01-23
521,21,17,43.52,6187.0,57.0,654.0,-0.974928,-0.222521,0.5,0.866025,0.401488,0.915864,17,2015-01-24
